"","9014_1-5","9014_1-6","9014_2-5","9014_2-6","9014_5-6","9014_6-5-1","9014_6-5-2","9014_6-6"
"RP11-38O23.4",0,0,0,0,0,0,0,0
"RNU6-707P",0,0,0,0,0,0,0,0
"RP11-38O23.5",0,0,0,0,0,0,0,0
"RP11-38O23.7",0,0,0,0,0,0,0,0
"SSX5",0,0,0,0,0,0,0,0
"RP11-552E4.2",0,0,0,0,0,0,0,0
"RNA5SP503",0,0,0,0,0,0,0,0
"RP11-552E4.3",0,0,0,0,0,0,0,0
"RP11-552E4.4",0,0,0,0,0,0,0,0
"RP11-552E4.5",0,0,0,0,0,0,0,0
"SSX1",0,0,0,0,0,0,0,0
"RP11-344N17.2",0,0,0,0,0,0,0,0
"RP11-344N17.3",0,0,0,0,0,0,0,0
"RP11-344N17.11",0,0,0,0,0,0,0,0
"SSX9",0,0,0,0,0,0,0,0
"RP11-344N17.6",0,0,0,0,0,0,0,0
"RP11-344N17.7",0,0,0,0,0,0,0,0
"RP11-344N17.8",0,0,0,0,0,0,0,0
"RP11-344N17.15",0,0,0,0,0,0,0,0
"SSX3",0,0,0,0,0,0,0,0
"RP11-344N17.9",0,0,0,0,0,0,0,0
"RP11-344N17.13",0,0,0,0,0,0,0,0
"SSX4",0,0,0,0,0,0,0,0
"SSX4B",0,0,0,0,0,0,0,0
"RP11-344N17.12",0,0,0,0,0,0,0,0
"AF196972.10",0,0,0,0,0,0,0,0
"AF196972.3",0,0,0,0,0,0,0,0
"AF196972.4",2,0,1,1,4,0,0,1
"SLC38A5",3886,2596,3226,2597,1975,2612,2818,2151
"FTSJ1",2868,2769,2569,3065,2571,2678,2718,2739
"AF196972.9",0,11,10,6,6,5,17,5
"PORCN",1017,815,878,864,755,731,787,851
"EBP",4938,3040,4351,2896,2104,2775,2942,2107
"TBC1D25",2918,1872,2306,1964,2059,1968,2098,2102
"RP11-1148L6.9",47,31,44,30,33,55,46,47
"RBM3",29547,29053,24954,31386,26228,23931,25515,29286
"RP11-1148L6.5",222,308,185,357,379,245,285,390
"RP11-1148L6.8",132,204,110,216,228,163,180,226
"AF196969.5",0,0,0,0,0,0,0,0
"WDR13",2034,1610,1670,1772,1332,1501,1517,1507
"RP11-1148L6.6",0,0,0,0,0,1,0,0
"WAS",7586,9545,6402,9951,7824,6286,6792,8467
"SUV39H1",592,682,547,631,389,559,540,400
"AF196970.3",2,3,2,4,3,4,2,1
"RNU6-1056P",1,2,0,0,0,4,0,1
"GLOD5",0,0,0,0,0,2,0,0
"AC115617.2",10,5,13,7,5,6,8,8
"RNU6-29P",1,0,0,0,1,0,2,0
"GATA1",4,6,3,0,2,7,8,3
"HDAC6",2885,2205,2281,2417,2516,2859,3104,2746
"ERAS",0,1,0,0,0,1,0,0
"PCSK1N",38,17,25,11,13,17,22,22
"TIMM17B",1604,1482,1402,1499,1244,1253,1459,1353
"PQBP1",3459,2900,2825,3126,2451,2496,2674,2641
"SLC35A2",1283,983,1101,1033,1025,1105,1273,1165
"PIM2",20940,35620,16767,37277,35301,21151,22565,40024
"OTUD5",6396,5791,5083,6152,5373,5060,5627,5734
"LL0XNC01-36H8.1",22,14,22,18,31,39,48,49
"RNU6-722P",22,14,19,13,15,6,28,20
"KCND1",112,64,101,57,80,184,207,99
"GRIPAP1",6465,3866,5126,4412,5239,5943,6650,5667
"TFE3",5815,3884,4622,4122,4182,4289,4552,4575
"CCDC120",442,450,437,387,481,422,466,564
"PRAF2",714,610,559,668,498,471,532,547
"WDR45",2636,2113,2292,2229,1979,2002,2299,2104
"RNU4-52P",4,0,4,0,2,6,1,0
"GPKOW",1852,2133,1580,2364,1533,1193,1439,1763
"RN7SL262P",1,0,0,0,3,4,0,0
"RP11-641J8.2",1,0,0,0,0,0,0,0
"MAGIX",61,48,35,25,35,37,52,35
"RP11-641J8.1",2,0,2,1,1,0,0,0
"PLP2",10176,7413,8447,7499,3238,4474,4687,3430
"PRICKLE3",431,490,360,533,514,449,447,601
"SYP",306,114,240,116,176,203,156,135
"AF196779.11",2,0,0,0,0,1,0,2
"CACNA1F",45,42,34,40,70,64,71,58
"HSPBL3",3,1,1,3,5,7,12,11
"CCDC22",2903,2588,2342,2617,2265,2310,2390,2462
"FOXP3",2067,3859,1755,4208,3123,1762,1852,3535
"PPP1R3F",591,1071,604,1136,1129,539,668,1158
"LL0XNC01-7P3.1",47,53,51,62,81,67,59,89
"GAGE10",0,0,3,3,1,0,0,0
"GAGE12J",0,0,0,0,0,0,0,0
"GAGE13",0,0,0,0,0,0,0,0
"GAGE2E",0,0,0,0,0,0,0,0
"GAGE12B",0,0,0,0,0,0,0,0
"GAGE12C",0,0,0,0,0,0,0,0
"GAGE12D",0,0,0,0,0,0,0,0
"GAGE12F",0,0,0,0,0,0,0,0
"GAGE12E",0,0,0,0,0,0,0,0
"GAGE12G",0,0,0,0,0,0,0,0
"GAGE12H",0,0,0,0,0,0,0,0
"GAGE1",0,0,0,0,0,0,0,0
"GAGE2A",0,0,0,0,0,0,0,0
"RP1-8N8.10",3,5,4,4,4,6,4,1
"RP1-8N8.11",0,0,0,0,0,0,0,0
"PAGE1",0,0,0,0,0,0,0,0
"PAGE4",0,0,0,0,0,2,0,0
"AF238380.5",10,23,14,18,22,40,21,23
"USP27X",120,137,76,150,142,86,92,134
"AF238380.8",0,0,0,0,0,0,0,0
"CLCN5",306,267,249,293,325,354,444,425
"RNU6-421P",0,0,0,0,0,0,0,0
"MIR532",0,0,0,0,0,0,0,0
"MIR188",0,0,0,0,0,0,0,0
"MIR500A",0,0,0,0,0,0,0,0
"MIR362",0,0,0,0,0,0,0,0
"MIR501",0,0,0,0,0,0,0,0
"MIR500B",0,0,0,0,0,0,0,0
"MIR660",0,0,0,0,0,0,0,0
"MIR502",0,0,0,0,0,0,0,0
"PYY3",0,1,0,0,0,0,0,0
"AKAP4",0,0,1,0,0,0,0,0
"CCNB3",54,52,31,45,44,51,36,47
"DGKK",0,0,1,0,0,0,2,0
"SHROOM4",0,0,0,0,0,0,0,1
"RNU6-935P",0,0,0,0,0,0,0,0
"RP11-637B23.1",0,0,0,0,0,2,0,0
"BMP15",0,0,0,0,0,0,0,0
"RP11-637B23.3",0,0,0,0,0,0,0,0
"RP11-104D21.1",0,0,0,0,0,0,0,0
"RP11-104D21.2",0,0,0,0,0,0,0,0
"RP11-104D21.3",0,1,1,1,0,1,2,2
"RP13-346H10.2",0,9,5,9,4,10,5,8
"NUDT10",28,17,18,28,15,27,20,16
"RP11-348F1.3",2,20,3,27,14,17,13,19
"RP11-348F1.2",2,3,3,10,8,1,9,6
"CXorf67",2,0,1,1,2,7,8,6
"NUDT11",46,39,35,57,49,37,59,51
"RP11-56H2.2",0,0,0,0,0,0,0,0
"RP11-56H2.1",0,0,0,0,0,0,0,0
"RP11-141O19.1",0,0,0,0,0,0,0,0
"RP11-22B10.1",0,0,0,0,0,0,0,0
"GSPT2",517,608,444,701,434,379,413,497
"MAGED1",2713,2842,2291,2836,2208,2065,2358,2481
"RP11-22B10.3",0,0,0,0,3,4,5,5
"RNU6-504P",0,0,0,1,0,0,1,0
"RP11-234P3.2",0,0,0,0,0,0,0,0
"RP11-234P3.3",1,0,1,0,0,0,2,1
"RP11-234P3.4",0,0,0,0,0,0,0,0
"RP11-234P3.5",0,0,0,0,0,0,0,0
"RP11-114H20.1",0,0,0,0,0,0,0,0
"RP11-33H15.1",0,0,0,0,0,0,0,0
"MAGED4B",0,0,0,0,0,0,0,0
"SNORA11E",0,0,0,0,0,0,0,0
"MAGED4",0,0,0,0,0,0,0,0
"SNORA11D",0,0,0,0,0,0,0,0
"RP11-363G10.2",0,0,0,0,0,0,0,0
"RP11-363G10.3",0,0,0,0,0,0,0,0
"MIR8088",0,0,0,0,0,0,0,0
"XAGE2",0,0,0,0,0,0,0,0
"CTD-2267G17.2",0,0,0,0,0,0,0,0
"RP11-651H2.1",0,0,0,0,0,0,0,0
"RP11-485B17.3",0,0,0,0,0,0,0,0
"RP11-485B17.5",0,0,0,0,0,0,0,0
"RP11-485B17.9",0,0,0,0,0,0,0,0
"RP11-485B17.10",0,0,0,0,0,0,0,0
"RP11-204I15.1",0,0,0,0,0,0,0,0
"XAGE1A",0,0,0,0,0,0,0,0
"RBM22P6",0,0,0,0,0,0,0,0
"XAGE1B",0,0,0,0,0,0,0,0
"RP11-485B17.12",0,0,0,0,0,0,0,0
"RP13-34L8.7",0,0,0,0,0,0,0,0
"RP13-34L8.8",0,0,0,0,0,0,0,0
"RP11-552J9.1",0,0,0,0,0,0,0,0
"RP11-552J9.4",0,0,0,0,0,0,0,0
"RP11-552J9.5",0,0,0,0,0,0,0,0
"RP11-552J9.6",0,0,0,0,0,0,0,0
"SSX8",0,0,0,0,0,0,0,0
"SSX7",0,0,0,0,0,0,0,0
"RP11-552J9.9",0,0,0,0,0,0,0,0
"RNA5SP504",0,0,0,0,0,0,0,0
"RP11-552J9.10",0,0,0,0,0,0,0,0
"RP11-552J9.11",0,0,0,0,0,0,0,0
"SSX2",0,0,0,0,0,0,0,0
"RP11-552J9.12",0,0,0,0,0,0,0,0
"RP11-552J9.13",0,0,0,0,0,0,0,0
"RP11-552J9.14",0,0,0,0,0,0,0,0
"SSX2B",0,0,0,0,0,0,0,0
"RP11-564H18.1",0,0,0,0,0,0,0,0
"RP13-77O11.8",0,0,0,0,0,0,0,0
"SPANXN5",0,0,0,0,0,0,0,0
"RP13-77O11.12",0,0,0,0,0,0,0,0
"XAGE5",0,0,0,0,0,0,0,0
"RP13-77O11.11",0,0,0,0,0,0,0,0
"RP13-77O11.2",1,4,3,5,2,6,2,3
"XAGE3",0,0,0,1,0,0,0,0
"FAM156B",0,0,0,0,1,0,1,1
"FAM156A",6,16,11,3,11,11,8,6
"GPR173",1,0,0,0,0,0,2,0
"RP1-290F12.3",0,0,0,0,0,0,0,0
"TSPYL2",3242,1535,2580,1716,2228,3369,3808,2368
"RP11-236P24.3",0,0,2,0,0,0,1,0
"RP11-258C19.5",179,133,124,162,164,175,203,193
"RP11-236P24.1",0,0,0,0,0,0,0,0
"RP11-258C19.3",2,4,4,1,8,11,6,6
"RP11-258C19.4",2,6,8,11,5,9,9,8
"KDM5C",8380,5730,6903,6366,6675,7001,7904,7322
"MIR6895",0,3,4,2,0,6,2,0
"MIR6894",0,0,0,0,0,0,0,0
"RP11-258C19.6",6,0,3,3,2,0,8,4
"IQSEC2",80,58,68,73,35,39,30,47
"RP6-29D12.4",0,0,0,0,0,0,0,0
"RP6-29D12.3",0,0,0,0,0,0,0,0
"RP6-29D12.2",0,0,0,0,0,0,0,0
"SMC1A",7584,8497,6397,9319,6609,6779,7262,7605
"MIR6857",0,0,0,0,0,0,0,0
"RIBC1",22,16,20,21,17,20,18,21
"HSD17B10",4137,3482,3517,3368,2858,2891,3143,3005
"RP3-339A18.6",6,2,5,4,10,4,10,8
"RP3-339A18.3",0,0,0,0,1,0,0,0
"VTRNA3-1P",0,0,0,0,0,0,1,0
"HUWE1",30349,23794,24525,26964,39740,32318,34552,46387
"MIR98",1,0,1,1,1,2,1,2
"MIRLET7F2",0,0,0,0,0,0,0,0
"RP11-272G22.1",2,0,0,0,0,0,0,0
"RP11-272G22.2",0,0,0,0,0,0,0,0
"RP11-272G22.3",0,0,0,0,0,0,1,0
"RP13-444K19.1",2,2,0,1,1,0,0,2
"RNA5SP505",0,0,0,0,0,0,0,0
"PHF8",3563,3525,2933,3846,3211,3130,3495,3812
"FAM120C",238,371,202,364,301,271,308,338
"RP11-161N3.3",0,0,0,0,0,0,0,0
"WNK3",1,3,2,3,3,0,7,1
"RP3-390O13.1",0,0,1,0,0,0,0,0
"RNU6-434P",0,0,0,0,0,0,0,0
"TSR2",2557,2577,1990,2798,1942,1697,1992,2108
"FGD1",244,317,190,328,260,210,161,266
"GNL3L",933,1123,724,1134,1034,830,910,1276
"RP5-834A16.1",0,0,0,0,0,1,0,0
"ITIH6",0,0,0,0,0,2,0,0
"MAGED2",4739,3317,3981,3581,2395,2845,3211,2771
"SNORA11",9,5,5,3,0,8,2,3
"RP6-14C6.3",0,0,0,0,0,0,0,0
"TRO",79,32,68,44,64,108,88,63
"PFKFB1",20,9,7,11,17,25,20,23
"APEX2",1586,1475,1430,1639,1166,1185,1317,1224
"ALAS2",3,6,1,2,0,2,0,2
"RP5-884M20.4",0,0,0,0,0,0,0,0
"RP11-266I3.1",0,0,0,0,0,0,1,0
"PAGE2B",1,2,1,0,1,1,0,0
"PAGE2",0,2,1,0,0,0,0,3
"RP11-266I3.8",0,0,0,0,0,0,0,0
"RP11-266I3.9",0,0,0,0,0,0,0,0
"FAM104B",361,372,315,390,297,293,257,323
"RP11-266I3.7",0,0,0,0,0,0,0,0
"RP11-266I3.5",0,0,0,0,0,0,0,0
"RP11-382F24.6",0,0,0,0,0,0,0,0
"RP11-382F24.3",0,0,0,0,0,0,0,0
"MTRNR2L10",0,0,0,1,1,0,0,0
"PAGE5",0,0,1,5,0,0,0,1
"PAGE3",0,0,0,0,0,0,0,0
"RP11-382F24.1",0,0,0,0,0,0,0,0
"MIR4536-1",0,0,0,0,0,0,0,0
"MIR4536-2",0,0,0,0,0,0,0,0
"MAGEH1",637,733,484,752,584,499,538,625
"USP51",31,76,40,75,49,23,24,61
"RP11-541G7.4",0,0,0,0,0,0,0,0
"RP13-146A14.1",0,0,0,0,0,0,0,0
"FOXR2",0,0,0,0,0,0,0,0
"RP11-167P23.4",0,0,0,0,0,0,0,0
"RP11-167P23.2",0,0,0,0,0,0,0,0
"RRAGB",364,411,273,441,357,360,428,347
"RP13-188A5.1",67,53,39,50,33,39,53,29
"RP11-54I5.1",1,3,1,2,1,0,1,3
"KLF8",679,898,522,1023,321,413,419,420
"RP1-148M19.2",0,0,0,1,0,0,0,0
"UBQLN2",6320,8313,5503,8972,6064,4760,5186,7454
"RP11-431N15.2",5,2,2,3,4,15,3,3
"NBDY",3110,3390,2583,3718,2692,2166,2339,3046
"UQCRBP1",0,3,4,5,7,2,3,6
"SPIN3",428,699,332,869,394,308,363,436
"RP11-445O16.3",0,0,0,0,0,0,0,0
"RP11-445O16.2",1,0,0,2,0,2,0,0
"SPIN2B",71,128,87,128,84,63,93,96
"RP3-323P24.3",3,6,2,9,4,1,2,6
"SPIN2A",0,0,0,0,0,1,5,2
"RP3-453A3.1",0,0,0,0,0,0,0,0
"FAAH2",107,297,79,294,204,110,158,214
"RP11-1A15.2",15,25,8,31,32,18,17,24
"ZXDB",1093,1551,929,1604,1253,939,1099,1497
"RP13-487C10.1",0,2,3,0,0,0,0,0
"RP1-49C23.1",0,0,0,0,0,0,0,0
"ZXDA",299,407,202,429,367,313,259,400
"RP5-1158B12.2",0,0,0,0,0,0,0,0
"RP5-1158B12.1",0,0,0,0,0,0,0,0
"RP11-3D23.1",2,0,0,1,0,0,0,1
"RP1-267M5.1",0,0,0,0,0,0,0,0
"RP1-267M5.2",0,0,0,0,0,0,0,0
"RP1-267M5.3",0,0,0,0,0,0,0,0
"RP11-144M17.1",1,0,0,0,0,0,0,0
"RP13-34C21.1",0,0,0,0,0,0,0,1
"RP11-357C3.3",413,613,333,715,482,407,431,586
"SPIN4",201,323,162,367,134,264,292,173
"RP11-93B10.3",0,0,0,0,0,0,0,0
"ARHGEF9",1802,1856,1625,2125,1623,1549,1608,1810
"RP11-357C3.2",0,0,1,3,0,0,0,0
"RP11-151A2.2",0,0,1,1,0,0,3,0
"MIR1468",0,0,0,0,0,0,0,0
"RP11-33N11.1",2,0,2,1,0,0,2,0
"RP11-403E24.1",0,0,0,0,0,0,0,1
"AMER1",952,1089,682,1295,969,756,758,1210
"RN7SL799P",0,0,0,0,0,0,0,0
"ASB12",16,10,11,5,3,10,17,4
"MTMR8",121,154,102,162,144,99,131,121
"RP11-284B18.3",10,24,8,22,14,9,11,29
"RP4-710L4.2",0,0,0,0,0,0,0,0
"RP4-710L4.1",0,0,0,0,0,0,0,0
"RP13-83C14.1",0,0,0,1,0,0,0,0
"RP13-83C14.2",0,0,0,0,0,0,0,0
"RP13-100A9.1",0,0,0,0,0,0,0,0
"RP13-100A9.2",0,0,0,0,0,0,0,0
"ZC4H2",649,961,619,1031,663,479,564,703
"RP11-231N9.1",0,0,0,0,0,0,5,1
"CCT4P2",0,0,2,2,0,0,2,0
"RP11-151G12.1",0,0,0,0,0,0,0,0
"RP11-151G12.2",0,0,0,0,1,0,0,3
"ZC3H12B",133,101,92,116,126,133,166,160
"RP3-323B6.2",4,3,3,0,2,2,5,3
"RP3-323B6.1",0,0,0,0,0,0,4,0
"LAS1L",2425,2906,1915,3073,2425,2191,2319,2767
"RP3-475B7.3",0,0,0,0,0,0,1,0
"MSN",86979,78874,74060,85176,50799,54096,58176,56827
"NANOGP9",0,0,0,0,0,0,0,0
"RP11-314A15.3",0,0,0,0,0,0,0,0
"RP11-314A15.1",0,0,0,0,0,0,0,0
"RP11-314A15.2",0,0,0,1,0,1,2,0
"RP6-159A1.2",7,4,1,5,2,1,1,1
"RP6-159A1.3",0,0,0,0,0,0,5,0
"RP6-159A1.4",2,6,4,3,6,6,4,9
"MIR223",0,0,0,0,0,0,0,0
"VSIG4",0,0,0,0,0,0,0,0
"RP11-30M20.1",0,0,0,0,0,0,0,0
"RP11-30M20.2",0,1,0,0,0,2,0,0
"HEPH",1,0,3,2,1,2,4,4
"RP13-238N7.2",0,0,0,0,0,0,0,0
"RP11-747I9.1",0,0,0,0,0,0,0,0
"RP11-133K18.1",0,0,0,0,0,0,3,0
"EDA2R",558,712,510,789,521,463,574,751
"RNU6-394P",0,0,0,0,0,0,0,0
"RP6-22P16.1",0,0,0,0,0,0,0,0
"RP4-808O4.2",0,0,0,0,0,0,0,0
"AR",15,92,6,82,32,3,12,41
"RP11-383C12.2",0,0,0,0,0,0,0,0
"RP6-201G10.2",0,0,0,0,0,0,0,0
"OPHN1",24,19,14,14,6,14,8,4
"RP11-516A11.1",6,3,10,6,4,8,6,6
"RNU6-1225P",0,0,0,0,0,0,0,0
"RP11-516A11.3",0,0,0,0,0,0,0,0
"RP13-313G19.2",0,0,0,0,0,0,0,0
"YIPF6",1657,1571,1444,1707,1367,1259,1350,1607
"RNU6-245P",0,0,0,0,0,0,0,0
"RP13-470G3.1",3,2,2,5,3,2,4,2
"RP13-470G3.2",0,0,0,0,0,0,0,0
"STARD8",181,119,144,129,77,143,136,64
"RP13-178D16.1",0,0,0,1,1,0,0,0
"RP13-178D16.2",23,18,12,24,17,16,23,23
"EFNB1",458,792,394,906,480,371,456,551
"PJA1",1228,1344,957,1496,818,795,797,940
"RP13-55H22.2",0,0,1,1,0,1,1,0
"LINC00269",0,0,0,0,0,0,1,0
"RP11-446J19.1",0,0,0,0,0,0,0,0
"FAM155B",5,17,3,19,4,8,1,10
"RP13-57D9.3",0,0,0,0,0,0,0,0
"EDA",186,410,129,459,132,62,51,129
"RNA5SP506",0,0,0,0,0,0,0,0
"RP11-237F13__B.2",0,0,1,1,1,0,2,0
"MIR676",0,0,0,0,0,0,0,0
"AWAT2",0,0,2,0,0,0,0,0
"OTUD6A",0,0,0,0,0,0,0,0
"RP11-351K23.3",0,0,0,0,0,0,0,0
"RP11-351K23.2",0,0,0,0,0,0,0,0
"IGBP1",2990,5184,2203,5222,3742,2202,2297,3960
"RP13-46G5.4",0,3,1,2,1,4,1,2
"RP13-46G5.5",10,6,13,3,9,14,14,16
"DGAT2L6",1,0,0,0,0,0,0,0
"RN7SL581P",0,0,0,0,0,0,0,0
"AWAT1",1,1,2,1,4,0,1,2
"RNA5SP507",3,0,0,0,0,0,2,0
"P2RY4",3,5,2,3,9,0,10,3
"ARR3",25,16,20,17,24,15,28,26
"RAB41",25,46,18,39,46,16,19,43
"PDZD11",1360,1471,1238,1487,962,892,1080,1131
"KIF4A",1072,862,961,847,258,1136,1080,273
"RP13-26D14.2",0,0,0,0,0,0,0,0
"RNY4P23",0,0,0,0,0,0,0,0
"GDPD2",4,0,0,3,0,3,1,0
"RP11-528B10.5",2,0,0,0,2,4,1,0
"DLG3",1107,1324,888,1535,1306,1172,1121,1556
"RNU4-81P",0,0,0,0,0,0,0,0
"RP11-528B10.4",0,4,2,1,2,0,5,6
"TEX11",3,1,1,1,0,0,0,0
"RP11-291O7.1",0,0,0,0,0,0,0,0
"SNORD3E",0,0,0,0,0,0,0,0
"RP13-278H16.2",0,0,0,0,0,0,0,0
"SLC7A3",0,0,0,0,0,1,4,0
"RP11-320L13.2",110,264,99,248,175,107,130,239
"RP5-1091N2.3",0,0,0,0,0,0,0,0
"RNU1-56P",2,0,0,0,0,0,0,0
"RP5-1091N2.2",8,5,5,3,4,3,12,3
"SNX12",2082,1948,1713,2059,1604,1338,1566,1692
"FOXO4",993,1006,753,1003,774,629,781,863
"CXorf65",4,7,4,7,5,10,3,17
"RP5-1091N2.12",5,7,2,2,2,7,0,1
"IL2RG",16620,15055,14445,15491,10232,10289,11313,11372
"MED12",5694,5766,4644,6360,5640,5351,5892,6733
"NLGN3",286,170,228,169,275,278,320,350
"RP5-1091N2.9",171,165,126,232,148,124,138,160
"GJB1",0,0,2,0,0,0,0,0
"ZMYM3",1537,2350,1184,2422,1813,1492,1544,2055
"NONO",20660,21658,17402,23096,17973,18080,19179,20260
"ITGB1BP2",31,6,21,17,17,27,61,25
"AL590762.6",1,0,0,2,0,0,1,0
"AL590762.7",1,2,0,0,1,2,1,0
"TAF1",2959,3829,2353,4227,3642,3095,3043,4268
"AL590762.10",6,2,1,2,4,6,1,8
"AL590762.11",10,7,9,5,16,5,11,10
"INGX",7,10,8,8,10,12,6,4
"AL590763.5",0,0,0,0,8,0,0,0
"OGT",10052,8289,7588,9323,9918,13368,13992,12541
"GCNA",131,44,115,39,38,149,144,65
"CXCR3",1795,1012,1626,1057,921,1724,1928,1032
"RP11-402P6.9",2,0,3,0,1,1,2,1
"RP11-402P6.15",1,0,0,0,1,1,0,0
"RP11-402P6.2",0,0,0,0,0,0,0,0
"LINC00891",0,1,0,2,0,0,0,1
"CXorf49",0,0,0,0,0,0,0,0
"RP11-402P6.13",0,0,0,0,0,0,0,0
"RP11-402P6.3",0,0,0,0,0,0,0,0
"RP11-402P6.4",0,0,0,0,0,0,0,0
"RP11-402P6.12",0,0,0,0,0,0,0,0
"CXorf49B",0,0,0,0,0,0,0,0
"RP11-402P6.5",0,0,0,0,0,0,0,0
"RP11-402P6.6",0,0,0,0,0,0,0,0
"AL590763.16",0,0,0,0,0,0,0,0
"NHSL2",9,8,4,14,0,4,0,2
"RNU6-1078P",0,0,0,0,0,0,0,0
"RPS26P11",1,0,0,2,2,2,0,0
"RGAG4",11,17,19,21,14,7,13,3
"RP11-262D11.2",0,0,0,0,0,0,0,0
"PIN4",810,684,679,795,518,521,603,576
"RN7SL388P",1,2,1,1,0,0,1,0
"ERCC6L",139,191,107,224,81,148,190,87
"RPS4X",55088,124670,46727,127498,92287,54044,57487,99736
"CITED1",3,1,5,0,5,0,10,5
"HDAC8",724,751,568,810,640,547,638,692
"RNU2-68P",0,0,1,0,0,0,0,1
"PHKA1",48,66,47,63,60,57,56,49
"RP1-172N19.3",0,0,0,0,0,0,0,0
"RP1-172N19.2",1,0,0,0,0,0,0,0
"RP1-172N19.4",0,0,0,0,0,1,0,0
"RNU1-112P",0,0,0,0,0,0,0,0
"DMRTC1B",0,0,0,0,0,0,0,0
"RP1-172N19.5",0,0,0,0,0,0,0,0
"RP1-172N19.1",0,0,0,0,0,0,0,0
"RP11-69A21.2",0,0,0,0,0,0,0,0
"DMRTC1",0,0,0,0,0,0,0,0
"RP11-192I24.1",0,0,0,0,0,0,0,0
"AL353999.2",0,0,0,0,0,0,0,0
"RP11-493K23.1",0,0,0,0,0,0,0,0
"PABPC1L2B",0,0,0,0,0,0,0,0
"PABPC1L2A",0,0,0,0,0,0,0,0
"RP11-493K23.4",0,0,0,0,0,0,0,0
"NAP1L6",3,2,1,4,3,6,1,5
"NAP1L2",99,168,77,167,75,61,92,100
"AC004074.3",3,3,4,6,8,3,0,2
"AC004074.4",0,0,0,0,0,0,0,0
"AC004074.1",0,0,0,0,0,0,0,0
"RNU6-1044P",0,0,0,0,0,0,0,0
"CDX4",0,0,0,0,0,0,0,0
"RP11-456E1.2",0,0,0,0,0,0,0,0
"MAP2K4P1",23,17,20,14,15,30,9,20
"RPL7P53",0,0,1,0,0,0,0,0
"CHIC1",418,818,323,941,624,415,449,695
"RP11-108A15.2",2,1,0,0,0,1,1,0
"TSIX",0,0,0,0,0,0,0,0
"XIST",0,0,0,0,0,1,0,0
"RF02266",0,0,0,0,0,0,0,0
"RF01881",0,0,0,0,0,0,0,0
"RF01880",0,0,0,0,0,0,0,0
"FXYD8",0,0,0,0,0,0,0,0
"JPX",63,54,73,51,65,67,72,86
"RF02124",0,0,0,0,0,0,0,0
"RF02125",0,0,0,0,0,0,0,0
"FTX",782,516,599,650,559,746,831,784
"RP13-216E22.4",12,9,7,9,13,15,17,20
"RP13-216E22.5",1,2,1,0,1,5,2,1
"RP13-36G14.2",1,0,0,0,0,0,0,0
"RP13-36G14.3",0,0,1,0,0,0,0,0
"RP13-33H18.1",3,6,5,1,0,5,0,3
"RP13-204A15.2",1,0,0,0,0,1,6,2
"RP13-204A15.4",1,0,0,0,0,1,2,2
"RP13-204A15.5",1,0,1,0,0,1,0,0
"RP13-204A15.1",1,0,0,0,0,0,0,0
"RP13-204A15.3",0,1,1,0,1,7,3,0
"USMG5P1",2,2,0,3,2,1,0,2
"RP3-368A4.2",0,0,1,0,0,1,0,0
"RP3-368A4.3",58,36,38,50,57,66,76,72
"RP3-368A4.6",148,129,92,146,142,192,152,241
"MIR421",1,1,0,7,4,5,1,5
"MIR374B",0,0,0,0,0,0,0,0
"MIR374C",0,0,0,0,0,0,0,0
"RN7SL648P",2,2,8,2,2,2,5,2
"RF02119",0,0,0,0,0,0,0,0
"RF02120",0,0,0,0,0,0,0,0
"RF02121",0,0,0,0,0,0,0,0
"RF02123",0,0,0,0,0,0,0,0
"MIR545",1,0,0,0,0,0,0,0
"MIR374A",0,0,0,0,1,0,0,0
"RF02122",0,0,0,0,0,0,0,0
"ZCCHC13",0,0,0,0,1,0,0,0
"AC004386.3",0,0,0,0,0,0,0,0
"AC004386.4",0,1,0,0,0,0,0,0
"RN7SL790P",0,0,0,0,0,0,0,0
"AC004073.1",0,0,0,0,0,0,0,0
"AC004073.2",0,1,0,0,0,1,1,0
"SLC16A2",1,1,1,2,0,0,1,0
"AC004073.4",1,1,0,0,0,0,0,0
"CTD-2530H13.2",11,13,10,11,12,14,16,13
"RLIM",3609,4165,3073,4559,3804,3308,3640,4382
"RNU6-330P",0,0,0,0,0,0,0,0
"NEXMIF",102,55,83,80,67,72,94,55
"RP11-130N24.2",0,0,0,0,0,0,0,0
"ABCB7",963,1606,852,1520,1127,967,953,1512
"RP11-145B3.2",0,0,0,0,2,0,0,0
"RNU6-562P",0,0,0,0,0,0,0,0
"UPRT",1004,1098,884,1225,785,785,702,926
"RP11-311P8.2",27,23,36,20,24,28,48,38
"ZDHHC15",10,11,6,1,10,2,8,6
"RP11-311P8.1",3,3,1,1,2,0,0,3
"RP11-451L9.2",0,0,0,0,0,0,0,0
"RP11-451L9.3",0,0,0,0,1,0,1,3
"RP11-324B6.1",5,8,7,5,14,7,6,6
"MAGEE2",0,0,0,0,0,0,0,0
"SAR1AP4",0,0,0,0,0,0,0,0
"RP11-212D3.2",0,0,0,0,0,0,0,0
"RP11-212D3.4",0,0,0,0,0,0,0,0
"RP3-481A17.1",0,1,0,0,1,1,0,0
"PBDC1",1795,1548,1442,1629,1180,1224,1366,1210
"RP11-322A17.1",0,0,0,0,0,0,0,0
"RNU6-867P",0,0,0,0,0,0,0,0
"RP11-322A17.3",0,0,0,0,0,0,0,0
