"","7486_3","7486_4","7486_5","7486_6","7486_7","7486_8","7486_9","7486_10"
"AC067968.3",0,0,0,0,0,1,0,0
"ZNF222",214,215,171,241,175,240,196,276
"AC084219.2",0,0,0,0,0,0,0,0
"ZNF223",14,6,14,10,11,12,8,13
"ZNF284",305,250,262,276,246,203,265,282
"RNU6-902P",0,1,0,0,0,1,0,0
"ZNF224",2462,1704,2092,2080,2408,1893,2720,2488
"AC084219.4",2,8,2,6,5,10,6,5
"ZNF225",440,409,448,464,485,464,542,637
"ZNF234",928,619,796,893,1060,712,961,981
"ZNF226",1351,869,1334,1147,1462,1080,1539,1294
"ZNF227",587,306,576,415,745,427,844,565
"ZNF235",582,416,531,519,638,581,774,695
"CTC-204F22.1",24,22,19,25,15,31,11,17
"ZNF233",121,134,85,155,111,102,154,145
"CTC-512J12.7",9,13,14,13,11,12,28,18
"MRPS15P2",10,2,3,7,8,10,13,15
"ZNF112",0,0,5,0,2,2,3,3
"CTC-512J12.6",0,0,0,0,0,0,0,0
"ZNF285",61,78,51,80,84,54,80,98
"CTC-512J12.4",0,0,0,0,0,0,0,0
"ZNF229",36,74,69,96,50,78,74,141
"ZNF285B",26,22,23,19,36,34,34,49
"ZNF180",607,494,546,561,741,474,718,669
"CEACAM20",0,0,0,0,0,0,0,0
"AC138472.6",0,0,0,0,0,0,0,0
"CEACAM22P",0,0,0,1,0,0,0,2
"AC138472.4",0,0,0,0,0,0,0,0
"IGSF23",0,0,1,0,0,0,0,1
"CTB-171A8.1",6,5,8,8,0,1,0,3
"PVR",245,333,268,460,298,306,290,422
"MIR4531",0,0,0,0,0,0,0,0
"CEACAM19",71,113,51,116,66,80,81,151
"AC092066.1",72,90,52,123,68,81,77,87
"CEACAM16",0,0,0,0,0,0,0,0
"BCL3",4728,5099,4206,6092,3031,4024,3226,5442
"MIR8085",0,0,0,0,0,0,0,0
"AC092066.6",1,0,0,0,0,1,0,0
"CBLC",0,1,0,2,0,0,0,0
"LLNLR-231D4.1",0,0,0,0,0,0,0,0
"BCAM",0,3,2,7,1,8,1,3
"NECTIN2",3,14,4,15,7,20,5,21
"CTB-129P6.4",6,5,2,0,1,0,0,0
"TOMM40",3259,4141,3104,4977,2861,2408,2731,3292
"APOE",121,43,105,91,93,68,104,86
"CTB-129P6.7",1,0,0,1,1,1,0,1
"APOC1",1,4,0,9,0,0,0,5
"APOC1P1",0,0,0,0,0,0,0,0
"APOC4",0,0,0,1,0,0,0,0
"APOC4-APOC2",0,0,0,0,0,0,1,0
"APOC2",1,0,0,1,0,0,0,0
"CTB-129P6.11",66,26,61,50,22,17,46,35
"CLPTM1",3501,3128,3143,3585,3654,3378,3717,4768
"RELB",4737,5587,4218,6436,3753,3841,4045,5177
"CLASRP",5726,4691,4854,5537,4378,3960,5010,5329
"RNU6-611P",2,5,3,2,5,4,5,14
"ZNF296",217,116,175,155,178,84,181,98
"CTB-179K24.3",13,17,34,12,21,27,18,22
"GEMIN7",497,541,412,533,439,346,420,468
"MARK4",1699,1389,1461,1610,1638,1742,1837,2280
"PPP1R37",2058,1541,1677,1836,1625,1455,1811,2034
"EIF5AP3",2,4,1,1,0,7,1,1
"AC005757.6",2,2,3,2,0,1,2,4
"NKPD1",115,47,94,42,109,78,153,152
"TRAPPC6A",2915,1905,2605,2272,2476,1450,2610,1965
"BLOC1S3",1262,616,1048,693,1215,776,1257,1071
"AC005779.2",0,0,0,0,0,0,0,0
"AC006126.3",0,1,0,0,0,1,0,0
"EXOC3L2",2,1,3,0,0,0,0,3
"CKM",4,2,1,4,3,7,6,13
"RPS16P9",0,0,0,0,0,0,2,0
"KLC3",5,3,2,2,1,7,8,8
"ERCC2",1638,1502,1446,1735,1403,955,1538,1484
"PPP1R13L",909,1248,810,1579,713,1356,798,1771
"CD3EAP",264,320,216,290,179,151,226,187
"ERCC1",2798,2276,2667,2721,2067,1581,2287,2081
"MIR6088",0,0,0,0,0,2,0,0
"FOSB",322,1492,343,2035,27,149,30,165
"RTN2",59,94,57,78,58,101,66,118
"PPM1N",236,138,167,205,152,91,202,82
"VASP",5550,4508,4952,5396,5119,6208,5313,8406
"OPA3",1900,1871,1653,2103,1807,1920,2029,2695
"GPR4",2,3,2,2,1,3,0,4
"EML2",5198,4481,4535,5353,4699,3376,5030,4644
"MIR330",0,0,0,0,0,0,0,0
"AC006132.1",2,0,0,1,1,0,0,0
"RN7SL836P",0,0,0,0,0,0,0,0
"GIPR",531,402,507,498,265,124,275,158
"MIR642A",1,0,0,1,0,0,0,0
"MIR642B",0,0,0,0,0,0,0,0
"SNRPD2",6159,5768,5267,6395,4914,3544,5391,4967
"QPCTL",750,857,669,1001,559,573,678,719
"FBXO46",1942,1552,1775,1940,1386,1132,1637,1681
"AC007191.4",271,222,276,297,195,159,259,214
"BHMG1",0,1,0,0,1,1,0,1
"SIX5",25,32,21,27,18,7,11,11
"AC074212.5",3,5,7,6,5,5,1,10
"AC074212.6",13,6,15,11,9,11,12,5
"DMPK",914,445,808,517,979,718,1002,841
"AC011530.4",0,0,0,0,0,0,0,0
"DMWD",882,491,755,544,926,682,929,897
"RSPH6A",0,0,0,0,0,0,0,0
"SYMPK",8131,6167,7389,6957,6742,4966,7461,7106
"AC092301.3",60,56,61,63,45,59,36,62
"FOXA3",2,3,0,8,3,1,2,1
"IRF2BP1",1512,869,1263,1024,1439,1151,1605,1602
"MYPOP",828,639,655,676,740,849,825,994
"NANOS2",0,2,0,0,0,2,1,5
"NOVA2",7,12,2,10,10,59,7,86
"CCDC61",1212,1025,1118,1234,1245,950,1236,1158
"MIR769",1,4,0,2,0,4,0,0
"PGLYRP1",3,9,19,23,7,17,12,14
"CTC-344H19.4",9,13,4,13,5,14,4,27
"IGFL4",4,23,5,13,4,9,13,20
"AC007193.6",0,0,1,0,0,0,0,2
"CTC-344H19.6",0,0,0,0,0,0,0,0
"IGFL3",0,0,0,0,0,0,0,0
"TGIF1P1",0,0,0,0,0,0,0,0
"IGFL2",3,0,0,2,0,0,0,3
"AC006262.4",0,0,0,0,0,0,0,4
"AC006262.5",0,0,0,0,1,1,2,0
"IGFL1P1",0,0,0,0,0,0,1,0
"AC006262.6",0,0,1,0,0,0,0,1
"RPL12P41",0,0,0,0,0,0,0,0
"AC006262.10",0,0,0,0,0,0,0,0
"IGFL1",0,0,0,0,0,0,0,0
"AC006262.11",0,0,0,0,0,0,0,0
"IGFL1P2",0,0,1,0,0,0,0,0
"HIF3A",1,0,0,0,1,0,0,0
"RNU6-924P",0,0,0,0,0,0,0,0
"AC007193.10",0,0,0,0,0,0,0,0
"PPP5C",3010,2642,2595,3112,2628,2272,2674,2911
"AC007193.9",0,0,0,0,0,0,0,0
"AC007193.8",0,0,0,0,0,0,0,0
"CCDC8",0,0,0,0,0,1,0,0
"LLNLF-187D8.1",1,2,1,0,0,12,1,13
"PNMAL1",1,0,0,0,0,0,0,1
"PPP5D1",16,7,2,13,15,7,11,13
"PNMAL2",27,23,19,27,15,27,7,31
"CTB-158D10.3",0,0,0,0,0,0,0,0
"LLNLR-276E7.1",0,0,1,6,1,4,5,1
"AC011551.3",2,0,1,0,4,2,4,0
"GAPDHP38",6,9,5,16,5,2,2,7
"CALM3",13585,10369,11990,12363,9294,5584,10207,8037
"CTB-12A17.3",0,0,0,0,0,0,0,0
"PTGIR",6381,8089,5627,9393,1672,660,1842,865
"GNG8",864,1181,834,1234,186,84,181,130
"CTB-12A17.2",1337,1504,1193,1835,451,202,516,272
"DACT3",353,442,343,545,154,73,133,112
"DACT3-AS1",51,32,44,48,22,19,33,29
"PRKD2",10821,6480,9810,7589,8457,5722,9636,8394
"RN7SL364P",2,2,4,1,1,2,1,8
"MIR320E",18,20,18,17,11,8,12,15
"STRN4",4786,3710,4262,4255,4255,3658,4301,4875
"CTB-174O21.2",2,3,1,0,0,1,5,8
"FKRP",1853,1609,1602,1831,1330,1338,1455,1767
"SLC1A5",2976,2960,2658,3803,2509,2894,2701,3947
"CTB-147N14.6",4,1,0,1,3,0,3,2
"CTB-147N14.7",0,0,0,0,0,0,0,0
"CTB-147N14.3",0,0,0,0,0,0,0,0
"CTB-147N14.4",0,0,0,0,0,0,0,0
"AP2S1",1529,1566,1337,1813,1428,1406,1587,2020
"ARHGAP35",1457,1058,1486,1263,2037,1688,2064,2057
"CTD-2233K9.1",12,23,16,14,7,19,21,24
"NPAS1",22,8,11,12,8,20,7,19
"TMEM160",1219,1190,1099,1420,961,865,939,1266
"ZC3H4",3722,3152,3539,4053,3346,3086,3804,4025
"SAE1",2796,2218,2735,2756,3171,2990,3667,3996
"BBC3",3246,2335,2658,2575,5165,4482,5413,5925
"MIR3190",0,0,0,0,0,0,0,0
"MIR3191",0,0,0,0,0,0,0,0
"CCDC9",2259,2683,1921,3022,1366,1865,1723,2574
"INAFM1",532,595,403,685,255,383,300,592
"C5AR1",43,62,36,83,26,45,31,64
"CSAR2",20,2,12,3,15,4,23,0
"DHX34",2213,2097,1865,2445,1595,1287,1773,1954
"MEIS3",1,5,9,1,2,10,2,17
"SLC8A2",12,3,10,11,12,2,12,11
"KPTN",454,495,373,528,324,306,297,464
"NAPA-AS1",43,38,44,47,55,38,77,36
"NAPA",2761,2514,2589,2791,2312,2298,2484,3252
"RP11-43N16.4",337,218,280,248,194,217,238,236
"ZNF541",17,21,27,16,12,7,18,4
"RN7SL322P",0,0,0,0,0,0,0,0
"CTD-2571L23.8",3,4,4,1,2,1,4,1
"CTD-3001H11.2",104,75,87,76,116,61,99,73
"GLTSCR1",2902,1943,2324,2405,2553,2020,2635,2843
"GLTSCR1-AS1",1,0,0,1,0,0,1,1
"AC008985.1",2,1,2,3,1,5,2,1
"EHD2",2,0,8,10,5,11,0,5
"GLTSCR2",35459,22187,30428,25610,31946,16610,36090,24117
"SNORD23",0,0,0,0,0,0,0,0
"GLTSCR2-AS1",16,12,20,8,20,13,30,23
"SEPW1",3009,2046,2700,2441,2303,1859,2565,2497
"RPL23AP80",0,1,0,0,0,0,0,0
"CTD-2571L23.9",0,0,0,0,0,0,0,0
"TPRX1",8,0,0,0,0,1,0,0
"CRX",0,1,0,0,0,0,0,0
"TPRX2P",0,0,0,0,0,0,0,0
"LINC01595",0,0,0,0,0,0,0,0
"SULT2A1",0,0,0,0,0,0,1,1
"BSPH1",0,0,0,0,0,0,0,0
"ELSPBP1",0,0,0,0,0,0,0,0
"CABP5",0,0,0,0,0,0,0,0
"PLA2G4C",131,146,145,187,76,54,63,84
"PLA2G4C-AS1",0,2,0,3,0,0,2,0
"LIG1",2138,1098,2033,1249,2126,1281,2428,1923
"CTC-453G23.5",12,7,5,5,18,2,13,12
"CTC-453G23.4",0,2,0,2,0,0,1,0
"C19orf68",707,427,605,515,668,456,829,689
"CARD8",15848,8335,14565,9874,14739,8522,15277,11102
"CTC-453G23.7",34,13,45,33,31,28,32,30
"CTC-453G23.8",17,8,13,10,12,10,18,16
"CTC-241F20.3",698,322,587,374,702,377,752,537
"CTC-241F20.4",8,12,9,14,10,9,12,21
"ZNF114",7,5,8,5,10,3,6,4
"CCDC114",33,21,33,11,39,19,22,24
"EMP3",8127,6616,7143,7264,8141,8432,8834,11466
"TMEM143",704,379,647,459,623,226,656,354
"SYNGR4",0,2,0,0,1,0,2,0
"KDELR1",2862,2152,2453,2488,2722,2088,3049,2775
"GRIN2D",38,29,27,45,41,50,32,25
"GRWD1",1917,2008,1748,2433,1790,1268,1822,1678
"KCNJ14",62,45,44,59,51,38,69,64
"CTC-273B12.5",0,0,0,0,0,0,0,1
"CTC-273B12.7",0,0,0,0,0,0,0,0
"CYTH2",2882,2446,2566,2687,2930,3888,3246,5208
"LMTK3",448,199,381,259,388,240,459,366
"CTC-273B12.10",28,6,24,13,13,12,29,14
"SULT2B1",16,20,26,24,27,31,28,25
"FAM83E",6,22,8,31,4,22,5,13
"SPACA4",1,3,0,5,0,0,3,11
"RPL18",42092,29863,36352,33176,38240,20406,40913,27875
"AC022154.7",22,16,17,19,16,11,18,20
"SPHK2",1065,845,972,1013,935,850,1123,1196
"DBP",770,236,696,226,688,175,736,229
"CA11",442,311,371,355,406,226,393,290
"AC008888.7",33,20,33,16,43,19,52,19
"NTN5",115,66,98,80,69,65,102,90
"FUT2",61,36,49,52,85,61,71,65
"MAMSTR",36,39,43,34,58,32,81,46
"RASIP1",11,20,7,10,12,4,13,5
"IZUMO1",0,0,0,0,1,0,0,1
"FUT1",5,15,9,10,10,11,19,7
"FGF21",0,0,0,0,0,0,0,0
"RNU6-317P",0,0,0,0,0,0,0,1
"BCAT2",1832,1844,1533,2207,1615,1277,1728,1786
"HSD17B14",37,31,34,54,42,29,36,56
"PLEKHA4",100,71,108,118,113,70,121,79
"PPP1R15A",3620,4653,3277,5423,2212,4524,2402,5959
"TULP2",9,8,4,8,2,2,2,7
"NUCB1",11685,9406,10883,10554,10142,9039,10841,12400
"AC026803.14",3,7,5,4,4,5,4,8
"CTD-2639E6.4",5,3,8,10,7,7,8,11
"DHDH",33,17,29,33,26,33,27,45
"BAX",16850,8801,14597,10054,19839,10696,22297,14137
"CTD-2639E6.9",41,25,31,26,69,31,62,46
"FTL",40627,25723,35884,28707,71370,60798,76856,83734
"GYS1",3766,4342,3409,5127,3821,4259,4016,6031
"RUVBL2",2446,2776,2166,3199,2055,1612,2204,2381
"MIR6798",1,0,0,0,0,0,0,0
"LHB",8,5,1,5,1,1,6,3
"CTB-60B18.10",6,17,13,14,8,8,6,9
"CGB3",0,0,0,0,0,0,0,0
"CTB-60B18.6",0,0,0,0,0,0,0,0
"NTF6A",0,0,0,0,0,0,0,0
"NTF6G",0,0,0,0,0,0,0,0
"CGB2",0,0,0,0,0,0,0,0
"CGB1",0,0,0,0,0,0,0,0
"NTF6B",0,0,0,0,0,0,0,0
"CTB-60B18.17",0,0,0,0,0,0,0,0
"CGB5",0,0,0,0,0,0,0,0
"CGB8",0,0,0,0,0,1,0,0
"CTB-60B18.15",0,0,0,1,0,0,0,0
"CGB7",2,0,0,0,1,0,0,0
"CTB-60B18.23",0,0,0,0,0,0,0,0
"CTB-60B18.22",0,0,0,0,0,0,0,0
"CTB-60B18.12",0,0,0,0,1,0,0,0
"NTF4",0,0,0,0,1,0,0,0
"CTB-60B18.18",0,0,0,0,0,0,0,1
"KCNA7",0,0,1,0,0,0,1,0
"RN7SL708P",0,0,0,0,0,0,0,0
"SNRNP70",45125,40700,38549,47597,34745,32755,38695,44190
"LIN7B",216,121,209,155,205,147,233,227
"C19orf73",46,44,40,42,45,20,31,35
"PPFIA3",215,360,200,392,138,296,183,425
"HRC",0,0,0,0,0,0,0,0
"TRPM4",5,21,4,17,3,13,7,12
"SLC6A21P",0,0,0,0,0,0,0,2
"SUMO1P4",0,0,0,0,0,0,0,0
"SLC6A16",525,246,426,264,462,242,453,387
"MIR4324",20,3,11,3,15,6,18,3
"CTC-301O7.4",101,60,105,63,105,55,97,89
"CD37",13347,7600,11612,8893,11059,5690,12243,7806
"TEAD2",71,45,59,57,47,41,51,64
"AC010524.4",0,1,0,0,0,0,0,0
"DKKL1",0,0,0,1,0,0,0,2
"AC010524.2",3,5,2,2,3,0,4,5
"CCDC155",3,5,2,6,4,5,2,2
"PTH2",5,2,1,0,11,10,18,12
"GFY",7,7,5,5,7,7,14,12
"SLC17A7",1,10,2,0,11,14,8,12
"PIH1D1",4947,4169,4219,4684,5036,4111,5344,5954
"ALDH16A1",3048,2198,2517,2618,2997,2984,3535,4019
"CTD-3148I10.9",0,0,0,0,0,0,0,0
"FLT3LG",1351,913,1144,1146,1361,1264,1735,1946
"CTD-3148I10.15",116,97,124,117,81,167,124,231
"RPL13A",93359,53890,80357,60282,84709,35556,93209,49768
"SNORD32A",0,0,0,0,0,0,0,0
"SNORD33",0,0,0,0,0,0,0,0
"SNORD34",0,0,0,0,0,0,0,0
"SNORD35A",0,0,0,0,0,0,0,0
"RPS11",61059,47910,52333,51958,50741,33120,55376,46144
"SNORD35B",0,0,0,0,0,0,0,0
"MIR150",0,0,0,0,3,0,0,1
"CTD-3148I10.13",0,0,0,0,0,1,0,0
"FCGRT",582,407,517,480,423,321,446,423
"RCN3",33,54,21,63,31,24,18,38
"NOSIP",5217,2798,4384,3075,4545,2660,4848,3693
"PRRG2",22,11,23,15,20,11,25,18
"PRR12",3580,2141,3324,2554,4021,2658,4046,3680
"CTB-33G10.11",0,0,0,0,0,0,0,0
"RRAS",591,438,446,439,430,383,503,571
"SCAF1",5400,3999,4867,4995,5149,4396,5325,5802
"IRF3",9559,5008,8390,5425,6071,3297,6839,4609
"BCL2L12",645,441,581,508,559,452,561,571
"PRMT1",6018,7370,5386,8819,4251,3911,4569,4977
"MIR5088",0,0,0,0,0,0,0,1
"C19orf76",200,207,145,281,144,149,139,171
"CTB-33G10.6",0,0,0,0,0,0,0,0
"CPT1C",40,35,55,32,36,24,29,50
"CTB-33G10.1",37,20,20,16,15,18,27,20
"TSKS",174,120,178,139,183,105,185,121
"RNU6-841P",0,0,0,0,0,0,0,0
"AP2A1",4534,3815,4163,4403,5002,4194,5232,5859
"MIR6799",0,0,1,0,0,0,0,0
"FUZ",415,204,403,244,356,202,410,232
"AC006942.4",4,6,6,4,1,2,14,0
"MED25",3023,2214,2612,2609,2618,2303,2977,3004
"MIR6800",0,0,0,0,0,0,0,0
"PTOV1-AS1",14,9,16,22,16,21,41,33
"PTOV1",4214,4182,3939,5055,3788,4291,4075,5844
"AC018766.6",13,22,10,16,6,20,8,19
"MIR4749",0,0,0,0,0,0,0,0
"AC018766.5",614,565,537,642,443,505,483,685
"PNKP",3311,2489,2840,3323,2672,2615,3162,3427
"AKT1S1",1712,1615,1573,1808,1442,1195,1597,1604
"TBC1D17",4639,5748,4253,6487,3757,4188,4027,5919
"MIR4750",0,0,0,0,0,0,0,0
"IL4I1",495,1439,482,1578,188,351,208,416
"NUP62",6580,7861,5919,9369,4965,4411,4879,5880
"CTC-326K19.6",0,0,0,0,0,0,0,0
"ATF5",1377,3211,1175,3781,792,1131,885,1535
"MIR4751",0,0,0,0,0,0,0,0
"SIGLEC11",1,0,0,0,2,2,3,2
"SIGLEC16",25,10,29,18,20,20,15,25
"VRK3",2188,1803,2000,2083,1989,1904,2267,2557
"ZNF473",477,342,446,377,482,399,545,487
"CTD-2126E3.3",17,5,11,6,17,7,15,8
"CTD-2126E3.1",9,4,2,1,1,1,7,4
"CTD-2126E3.5",0,0,2,0,0,0,1,2
"CTD-2126E3.4",0,0,1,0,0,0,0,0
"IZUMO2",0,0,0,0,0,0,0,0
"MYH14",3,2,5,3,2,6,2,6
"CTB-191K22.5",0,0,0,0,0,0,0,0
"KCNC3",463,823,444,1024,276,428,244,581
"NR1H2",3945,4327,3517,4851,3419,4163,3677,5705
"NAPSB",23,20,16,39,9,13,9,22
"NAPSA",204,147,140,219,162,133,201,152
"CTB-191K22.6",16,10,12,12,21,5,20,16
"POLD1",2162,1766,1946,2060,1910,1448,2053,1892
"CTD-2545M3.6",0,0,0,0,0,0,0,0
"SPIB",0,0,3,0,3,1,0,3
"MYBPC2",3,2,3,5,3,3,2,7
"FAM71E1",6,8,0,5,13,4,6,7
"EMC10",3208,2810,2977,3468,3286,2993,3595,4059
"CTD-2545M3.2",0,0,0,0,0,0,0,0
"CTD-2545M3.8",0,0,0,0,0,0,0,0
"JOSD2",1152,1157,1068,1477,960,920,1069,1337
"ASPDH",86,17,63,53,104,64,85,72
"LRRC4B",57,20,33,36,23,44,41,50
"CTD-2560K21.6",0,0,0,0,0,0,0,0
"SYT3",1,0,3,3,0,0,0,3
"C19orf81",0,2,0,1,1,0,0,1
"SHANK1",1,0,1,1,1,0,0,2
"CLEC11A",225,198,179,215,140,101,163,135
"GPR32P1",0,0,0,1,0,0,0,0
"GPR32",0,0,0,0,0,0,0,0
"CTD-2568A17.1",9,9,7,6,5,2,3,4
"ACPT",8,3,4,11,8,4,7,15
"CTD-2568A17.8",4,2,0,1,0,0,2,1
"CTD-2568A17.3",1433,942,1286,1133,1062,487,1154,639
"SNORD88B",0,0,0,0,0,0,0,0
"SNORD88A",12,1,6,3,1,0,1,1
"SNORD88C",0,0,0,0,0,0,0,0
"CTD-2568A17.11",2,3,2,2,5,2,1,5
"CTD-2568A17.5",19,52,8,42,15,21,19,18
"KLK1",23,39,21,43,8,5,4,5
"KLK15",0,0,0,0,0,0,0,1
"AC011523.2",0,0,0,0,0,0,0,0
"KLK3",0,0,0,0,0,0,0,1
"KLK2",4,0,2,0,0,0,0,2
"KLKP1",0,0,0,0,0,0,0,0
"KLK4",0,0,0,0,0,2,0,4
"CTB-147C22.3",0,0,0,0,0,0,0,0
"KLK5",0,0,0,0,1,0,0,0
"CTB-147C22.8",0,0,0,0,0,0,0,0
"KLK6",1,2,0,1,1,0,0,0
"CTB-147C22.6",0,0,0,0,0,0,0,0
"CTB-147C22.9",0,0,0,0,0,0,0,0
"KLK7",2,0,1,0,0,0,0,0
"KLK8",1,0,0,0,0,0,0,0
"CTC-518B2.8",0,0,0,0,0,0,0,0
"KLK9",0,0,0,0,0,0,0,0
"KLK10",0,0,0,0,0,0,0,0
"CTC-518B2.12",0,0,0,0,0,0,0,0
"KLK11",1,1,0,0,1,0,0,0
"KLK12",0,0,0,0,0,0,0,0
"CTC-518B2.9",0,0,0,0,0,0,0,0
"CTC-518B2.10",0,0,0,0,0,0,0,0
"KLK13",0,0,0,0,0,0,0,0
"KLK14",91,61,76,88,90,65,101,78
"CTU1",695,567,648,651,599,409,579,450
"SIGLEC18P",1,2,0,0,1,1,0,0
"SIGLEC9",9,6,18,14,7,3,14,6
"CTD-3187F8.15",0,0,0,0,0,0,1,0
"SIGLEC7",0,0,0,0,0,0,0,0
"SIGLEC19P",0,0,0,0,0,0,0,0
"CTD-3187F8.14",1,0,3,1,0,0,1,0
"CTD-3187F8.6",0,0,0,0,0,0,0,0
"SIGLEC17P",840,395,673,457,237,240,248,359
"SIGLEC20P",5,0,0,0,0,0,0,0
"CTD-3187F8.7",0,0,0,0,0,0,0,0
"SIGLEC21P",0,0,0,0,0,0,0,0
"MIR8074",0,0,0,0,0,0,0,0
"SIGLEC22P",7,0,1,0,1,0,5,5
"CD33",1161,1525,1051,1790,311,397,281,531
"SIGLECL1",4,5,6,14,3,2,2,5
"CTD-3187F8.2",0,0,0,0,0,0,0,0
"CTD-3187F8.11",0,0,0,0,0,0,0,0
"CTD-3187F8.12",0,0,0,0,0,0,0,0
"IGLON5",3,9,1,5,0,2,3,2
"VSIG10L",141,117,100,151,55,47,63,73
"CTD-2616J11.16",5,1,2,2,1,0,1,2
"CTD-2616J11.9",0,0,0,0,0,0,0,0
"ETFB",1393,1058,1246,1242,1024,730,1207,1044
"CTD-2616J11.11",4,0,5,2,3,0,2,1
"CTD-2616J11.10",43,30,36,30,23,35,37,23
"CLDND2",123,113,101,111,98,64,108,124
"NKG7",1293,444,1195,539,734,368,728,493
"LIM2",0,0,0,0,0,0,0,0
"C19orf84",0,2,0,0,0,0,1,1
"CTD-2616J11.14",0,0,0,0,0,0,0,0
"CTD-2616J11.12",0,0,0,0,0,0,0,0
"SIGLEC10",67,72,55,65,13,8,10,11
"CTD-2616J11.3",2,3,0,1,0,0,0,0
"CTD-2616J11.2",2,0,1,4,0,3,0,1
"CTD-2616J11.15",0,0,0,0,0,0,0,0
"CTD-3073N11.5",0,0,0,0,0,0,0,0
"SIGLEC8",0,0,2,0,0,0,0,0
"SIGLEC26P",0,0,0,0,0,0,0,0
"CEACAM18",0,0,0,3,0,0,0,0
"SIGLEC12",25,42,23,50,7,8,2,5
"CTD-3073N11.7",0,0,0,0,0,0,0,0
"SIGLEC27P",0,0,0,0,0,0,0,0
"SIGLEC6",2,3,7,0,3,0,0,0
"CTD-3073N11.9",0,0,0,0,0,0,0,0
"SIGLEC28P",0,0,1,0,0,0,0,0
"SIGLEC29P",0,0,0,0,0,0,0,0
"ZNF175",544,480,509,719,583,589,592,704
"AC018755.16",23,27,22,39,18,6,14,18
"AC018755.17",7,6,0,5,4,1,1,4
"SIGLEC5",0,1,0,0,0,0,0,0
"AC018755.18",0,0,0,0,0,0,0,0
"RPL9P33",0,0,1,0,0,0,0,0
"LLNLR-470E3.1",0,0,1,0,0,0,0,0
"SIGLEC14",5,0,4,0,0,0,0,0
"RPL7P51",0,0,0,0,0,0,0,0
"AC018755.24",0,0,0,0,0,0,0,1
"SPACA6",133,135,106,166,64,100,72,127
"MIR99B",0,0,0,0,0,0,0,0
"MIRLET7E",0,0,0,0,0,0,0,0
"MIR125A",0,0,0,0,0,0,0,0
"HAS1",1,5,1,1,1,2,1,2
"FPR1",0,0,1,0,0,0,1,0
"FPR2",0,0,0,0,0,0,0,0
"FPR3",2,0,0,3,0,1,0,2
"ZNF577",658,613,607,659,566,557,658,742
"AC006272.2",0,0,1,2,0,0,0,1
"LLNLF-191C12.1",0,0,0,0,0,0,0,0
"AC074141.3",138,139,132,157,97,131,157,175
"CTC-429C10.2",4,2,3,4,2,2,6,3
"ZNF649",265,174,281,223,385,276,356,285
"CTC-429C10.7",0,4,0,0,0,0,0,0
"ZNF613",374,365,360,383,385,333,428,526
"CTC-429C10.4",11,20,10,26,19,23,17,36
"ZNF350",601,392,543,491,653,591,779,764
"ZNF615",525,370,511,463,765,530,765,780
"ZNF614",438,396,454,430,582,429,563,646
"ZNF432",848,649,826,892,837,756,888,928
"CTC-471J1.11",21,27,22,27,8,16,19,21
"CTC-471J1.2",81,63,85,53,66,34,80,42
"ZNF841",1507,947,1481,1161,1351,915,1601,1167
"CTC-471J1.10",1,0,1,0,3,0,1,1
"ZNF616",341,179,291,269,370,245,412,348
"CTC-471J1.8",0,0,0,0,0,0,0,0
"CTC-471J1.9",5,1,3,2,4,4,2,3
"RPL37P23",16,16,12,5,10,3,14,8
"ZNF836",322,243,309,292,401,335,459,354
"CTD-2525I3.2",3,7,7,5,5,3,3,4
"PPP2R1A",7320,6611,6522,7799,7374,7023,7823,9549
"MIR6801",0,0,0,0,0,0,0,0
"CTD-2525I3.3",0,0,0,0,2,2,2,2
"CTD-2525I3.8",1,0,0,0,0,0,0,0
"ZNF766",1196,733,1139,822,1236,767,1468,996
"MIR643",8,4,4,3,6,6,6,8
"CTD-2525I3.5",11,12,8,12,12,7,20,14
"ZNF480",1106,922,973,1031,1178,1190,1365,1484
"CTD-2525I3.6",5,7,12,5,15,9,18,9
"ZNF610",19,17,17,22,11,29,20,55
"ZNF880",428,345,351,387,392,285,487,444
"CTD-3018O17.3",228,164,223,192,214,205,274,281
"CTD-3018O17.5",14,2,4,12,7,8,14,12
"ZNF528",681,544,671,635,646,728,800,961
"DPPA5P1",0,0,0,0,0,0,0,0
"ZNF534",4,0,2,2,0,1,4,2
"ZNF578",77,78,76,98,85,108,102,106
"CTD-3018O17.6",8,3,0,3,1,3,4,0
"CTD-3099C6.5",0,0,0,0,2,0,1,2
"ZNF808",555,406,446,478,668,518,806,712
"ZNF701",558,337,490,496,612,472,660,521
"RPL39P34",0,0,0,0,0,0,0,0
"CTD-3099C6.7",0,0,0,0,0,0,0,0
"ZNF137P",196,143,176,158,213,198,210,231
"ZNF83",4262,2283,3715,2625,3311,2429,3901,3200
"CTD-3099C6.11",100,64,87,105,68,68,94,98
"CTD-3099C6.9",328,284,298,382,419,441,450,587
"ZNF611",957,873,923,1009,1020,932,1098,1188
"ZNF600",1627,1084,1466,1239,1335,1066,1451,1361
"ZNF28",638,497,628,647,778,666,860,865
"CTD-2102P23.1",0,0,2,0,1,0,4,4
"ZNF468",747,541,748,604,906,757,950,967
"CTD-2331H12.5",10,12,10,30,17,13,16,24
"ZNF320",50,59,58,106,42,78,66,86
"CTD-2331H12.9",0,1,0,0,0,0,0,0
"CTD-2331H12.8",0,0,0,0,0,0,0,0
